New Account No,Opportunity ID,New Opportunity Name,Est Completion Month ID,Product Category,Opportunity Stage,Est Opportunity Value
62614372,9-PRB3568,Phase - 7: Increase share of market,136,Support,Stage - 1,4500
627137373,8-VDWF917,Phase - 1: Increase share of wallet,121,Labour,Stage - 4,1000
62913375,9-LD3Y966,Phase - 5: Partner with customers to provide solutions,104,Project,Stage - 2,5000
630124376,7-DFRO619,Phase - 3: Best service,101,Project,Stage - 5,1000
631138377,9-KKSU606,Phase - 5: Understands my needs,102,Services,Stage - 1,5000
632114378,7-RTTS711,Phase - 2: Most innovative products/services,139,Project,Stage - 4,2074.8021
632128378,7-NZZO756,Phase - 6: Differentiate the product,106,Services,Stage - 1,1365.0014
632155378,6-RQH7758,Phase - 3: Invest a certain amount in innovation,123,Project,Stage - 3,250
633122379,5-IT4L715,Phase - 2: Grow percentage of sales from new products,96,Services,Stage - 0,4381.6544
635137381,7-Z7IH633,Phase - 1: Improve or focus research and development (R&D),137,Project,Stage - 0,1000
63613382,7-VKI7593,Phase - 2: Acquire new customers from innovative offerings,112,Services,Stage - 0,2500
63617382,8-D4ZQ808,Phase - 1: Great customer service,105,Support,Stage - 3,500
637115383,5-MIZQ596,Phase - 5: Improve customer service,100,Labour,Stage - 1,500
638163384,9-XB2S554,Phase - 6: Invest in customer management,136,Project,Stage - 4,2000
64117387,5-KRMF925,Phase - 6: Partner with customers to design solutions,95,Labour,Stage - 2,2730.0027
644163390,8-YYVR876,Phase - 5: Improve customer satisfaction,134,Project,Stage - 1,1
645153391,6-YYVR902,Phase - 4: Improve customer retention,95,Services,Stage - 4,10000
646125392,9-YYVR804,Phase - 3: Develop and use a customer database,121,Labour,Stage - 4,10000
646145392,9-TJLY693,Phase - 3: Reduce cost by a certain amount annually,94,Project,Stage - 0,1000
646163392,5-FDGT619,Phase - 4: Reduce waste by a certain amount,115,Services,Stage - 4,5000
647125393,7-FDGT649,Phase - 4: Invest in Total Quality Management,118,Project,Stage - 1,250
647164393,5-PSII621,Phase - 2: Reduce error rates,96,Services,Stage - 0,1000
648128394,9-7DXQ655,Phase - 4: Improve and maintain workplace safety,134,Support,Stage - 0,1000
648133394,7-6DL3782,Phase - 1: Reduce energy usage per unit of production,98,Labour,Stage - 4,1000
64813394,7-6DL3965,Phase - 4: Capitalize on physical facilities,138,Project,Stage - 3,5000
650132396,8-6DL3831,Phase - 1: Streamline core business processes,97,Project,Stage - 1,5000
651118397,9-6JKO794,Phase - 4: Increase reliability of operations,138,Services,Stage - 4,2000
651141397,8-6JKO628,Phase - 6: Ensure compliance,103,Project,Stage - 0,1500
653132399,6-6JKO898,Phase - 7: Increase recycling,129,Services,Stage - 3,10000
654118400,5-IZFA953,Phase - 7: Improve reporting and transparency,132,Project,Stage - 5,25000
654142400,9-IZFA660,Phase - 5: Increase community outreach,134,Services,Stage - 2,6000
654155400,9-GS22953,Phase - 4: Optimize control framework,111,Project,Stage - 1,1000
65711403,8-CB25681,Phase - 6: Improve technical and analytical skills,117,Services,Stage - 5,1475
657138403,5-EVMQ672,Phase - 4: Improve a certain skill,138,Support,Stage - 4,1000
657143403,7-AZQJ622,Phase - 3: Create a performance-focused culture,93,Labour,Stage - 1,1800.0072
658124404,5-IAAJ621,Phase - 2: Improve productivity with cross-functional teams,110,Project,Stage - 5,2000
660161406,8-CHCC741,Phase - 7: Invest in tools to make staff more productive,114,Labour,Stage - 3,1365.0014
66316409,9-ZSC6781,Phase - 4: Improve employee retention,109,Project,Stage - 0,1365.0014
663171409,6-IYN6696,Phase - 3: Attract and retain the best people,124,Services,Stage - 4,1000
664137410,6-LIQA966,Phase - 6: Build high-performing teams,93,Labour,Stage - 1,1000
665149411,5-72MV816,Phase - 1: Maintain alignment across the organization,127,Project,Stage - 3,4000
666163412,8-ASOQ861,Phase - 7: Develop leadership abilities and potential of the team,139,Services,Stage - 0,2000
666171412,6-ASOQ825,Phase - 1: Grow shareholder value,136,Project,Stage - 5,3000
666179412,5-ASOQ698,Phase - 6: Grow earnings per share,104,Services,Stage - 4,10000
670154416,5-3YD5656,Phase - 3: Increase revenue,108,Support,Stage - 0,2000
67111417,9-JJXP885,Phase - 3: Manage cost,137,Labour,Stage - 1,5000
671126417,9-YJKX785,Phase - 2: Maintain appropriate financial leverage,121,Project,Stage - 2,8000
672131418,8-YJKX825,Phase - 3: Ensure favorable bond ratings,108,Project,Stage - 3,-8000
67813424,8-7OT3921,Phase - 3: Balance the budget,118,Services,Stage - 3,2000
678145424,8-E7CF770,Phase - 3: Ensure financial sustainability,103,Project,Stage - 3,1000
679113425,9-NL2K961,Phase - 6: Maintain profitability,119,Services,Stage - 3,500
681117427,9-TK5I774,Phase - 3: Diversify and grow revenue streams,109,Support,Stage - 2,1000
681146427,7-OAC6574,Phase - 4: Best value for the cost,100,Labour,Stage - 1,500
681154427,5-TFDM774,Phase - 5: Broad product offering,131,Project,Stage - 5,500
682116428,7-4634786,Phase - 1: Reliable products/services,100,Services,Stage - 0,1000
683176429,8-B4YN924,Phase - 2: Cross-sell more products,132,Support,Stage - 3,1000
684114430,6-W2GW594,Phase - 5: Increase share of market,96,Labour,Stage - 5,1000
684156430,6-DRWB730,Phase - 3: Increase share of wallet,130,Project,Stage - 4,500
684172430,5-DRWB790,Phase - 3: Partner with customers to provide solutions,122,Services,Stage - 5,500
684179430,5-AL6L634,Phase - 4: Best service,119,Support,Stage - 2,2000
685135431,8-6VLJ967,Phase - 3: Understands my needs,120,Labour,Stage - 4,4500
687124433,9-IANT563,Phase - 6: Most innovative products/services,126,Project,Stage - 2,500
687155433,6-IANT628,Phase - 5: Differentiate the product,104,Labour,Stage - 4,2500
688111434,6-F3HZ988,Phase - 7: Invest a certain amount in innovation,124,Project,Stage - 5,3500
688118434,7-F7Q2691,Phase - 7: Grow percentage of sales from new products,94,Services,Stage - 4,3500
688121434,7-F7Q2559,Phase - 5: Improve or focus research and development (R&D),102,Labour,Stage - 3,2000
688126434,9-V7MU759,Phase - 5: Acquire new customers from innovative offerings,128,Project,Stage - 1,500
689122435,6-5K5U553,Phase - 5: Great customer service,100,Services,Stage - 0,3412.5034
689145435,7-ONN4943,Phase - 6: Improve customer service,119,Project,Stage - 5,2047.502
690124436,9-TTGW973,Phase - 2: Invest in customer management,122,Services,Stage - 1,4000
690138436,8-7XCG816,Phase - 2: Partner with customers to design solutions,93,Support,Stage - 2,500
690141436,9-STZF599,Phase - 5: Improve customer satisfaction,131,Labour,Stage - 2,500
690149436,8-ZDG5669,Phase - 2: Improve customer retention,121,Project,Stage - 2,100
693122439,6-MSHC834,Phase - 6: Develop and use a customer database,123,Project,Stage - 2,4000
693139439,7-CWGJ762,Phase - 1: Reduce cost by a certain amount annually,133,Services,Stage - 0,4000
694121440,5-CWGJ575,Phase - 4: Reduce waste by a certain amount,107,Project,Stage - 0,6000
695112441,8-EX5Y627,Phase - 6: Invest in Total Quality Management,115,Services,Stage - 0,4000
695125441,7-EX5Y867,Phase - 6: Reduce error rates,113,Project,Stage - 0,6000
69612442,7-AL6R826,Phase - 5: Improve and maintain workplace safety,96,Services,Stage - 2,2000
696167442,5-DZYN561,Phase - 4: Reduce energy usage per unit of production,112,Project,Stage - 4,850
697118443,7-Z5J2895,Phase - 3: Capitalize on physical facilities,125,Services,Stage - 1,2000
697121443,6-NU6A593,Phase - 4: Streamline core business processes,128,Services,Stage - 5,2047.502
700131446,5-QMKC820,Phase - 2: Increase reliability of operations,118,Support,Stage - 1,1911.0019
700175446,7-P2OM869,Phase - 6: Ensure compliance,133,Labour,Stage - 2,2500
700176446,6-Y4DA969,Phase - 3: Increase recycling,95,Project,Stage - 5,2000
701173447,9-Y4DA978,Phase - 7: Improve reporting and transparency,136,Services,Stage - 3,1000
702119448,7-IABG618,Phase - 4: Increase community outreach,97,Support,Stage - 3,1000
70316449,7-HWRN570,Phase - 4: Optimize control framework,125,Labour,Stage - 5,1365.0014
704119450,8-ZAWP622,Phase - 2: Improve technical and analytical skills,113,Project,Stage - 4,1000
70413450,7-BTGK658,Phase - 3: Improve a certain skill,132,Services,Stage - 2,1365.0014
704151450,5-LCQK739,Phase - 3: Create a performance-focused culture,129,Support,Stage - 5,1000
70611452,5-QRXK743,Phase - 3: Improve productivity with cross-functional teams,105,Labour,Stage - 0,100
706115452,9-QRXK580,Phase - 7: Invest in tools to make staff more productive,104,Project,Stage - 0,1000
706122452,7-7JFE688,Phase - 6: Improve employee retention,113,Labour,Stage - 4,1000
706144452,8-7JFE654,Phase - 5: Attract and retain the best people,104,Project,Stage - 0,1000
707114453,5-2E7I718,Phase - 6: Build high-performing teams,113,Services,Stage - 5,5000
708124454,6-2E7I832,Phase - 4: Maintain alignment across the organization,118,Labour,Stage - 5,10000
708141454,9-CQ3K902,Phase - 3: Develop leadership abilities and potential of the team,125,Project,Stage - 2,1000
70913455,7-LTML994,Phase - 6: Grow shareholder value,130,Services,Stage - 3,2000
709152455,7-LTML550,Phase - 1: Grow earnings per share,118,Project,Stage - 5,1000
711112457,6-3SG3621,Phase - 5: Increase revenue,106,Services,Stage - 3,18000
711138457,8-3SG3844,Phase - 3: Manage cost,117,Support,Stage - 4,33000
711139457,6-L723848,Phase - 3: Maintain appropriate financial leverage,134,Labour,Stage - 4,2500
713165459,8-LIQF657,Phase - 2: Ensure favorable bond ratings,138,Project,Stage - 2,1638.0016
713168459,7-JWBR719,Phase - 1: Balance the budget,107,Project,Stage - 4,1638.0016
715134461,6-JWBR782,Phase - 7: Ensure financial sustainability,132,Services,Stage - 1,1228.5012
715138461,6-HV7N865,Phase - 5: Maintain profitability,139,Project,Stage - 5,6000.024
716122462,8-ZVZH768,Phase - 5: Diversify and grow revenue streams,103,Services,Stage - 5,1800.0072
716141462,7-FBUM867,Phase - 7: Best value for the cost,137,Project,Stage - 0,1000
717114463,8-2EN7920,Phase - 3: Broad product offering,120,Services,Stage - 2,1774.5018
718136464,5-2EN7730,Phase - 7: Reliable products/services,122,Project,Stage - 4,2047.502
718166464,8-DA3I854,Phase - 3: Cross-sell more products,127,Services,Stage - 1,2457.0025
719128465,6-UAJ6846,Phase - 7: Increase share of market,117,Support,Stage - 3,4095.0041
719134465,8-UAJ6621,Phase - 5: Increase share of wallet,111,Labour,Stage - 3,2730.0027
720171466,8-UAJ6682,Phase - 3: Partner with customers to provide solutions,96,Project,Stage - 5,409.5004
724123470,8-GSMM993,Phase - 7: Best service,113,Labour,Stage - 5,4500
724137470,9-J3GO777,Phase - 1: Understands my needs,101,Project,Stage - 4,2047.502
725151471,5-AW2C726,Phase - 5: Most innovative products/services,122,Services,Stage - 2,-682.5007
726152472,7-AW2C633,Phase - 2: Differentiate the product,98,Labour,Stage - 0,682.5007
726159472,6-AW2C602,Phase - 6: Invest a certain amount in innovation,116,Project,Stage - 0,1365.0014
727165473,6-PKO2600,Phase - 7: Grow percentage of sales from new products,98,Services,Stage - 0,1000
729132475,6-4Q2T870,Phase - 4: Improve or focus research and development (R&D),119,Project,Stage - 1,1
729135475,6-O3XM863,Phase - 1: Acquire new customers from innovative offerings,128,Services,Stage - 2,3000
72914475,6-52NV985,Phase - 6: Great customer service,104,Support,Stage - 3,2730.0027
730138476,6-KZB6771,Phase - 3: Improve customer service,118,Labour,Stage - 5,5000
73016476,8-KL47904,Phase - 6: Invest in customer management,109,Project,Stage - 4,1365.0014
73211478,9-KVK2907,Phase - 5: Partner with customers to design solutions,132,Project,Stage - 4,136.5001
735124481,7-MFM2707,Phase - 1: Improve customer satisfaction,129,Services,Stage - 3,1000
735153481,8-6YWG587,Phase - 5: Improve customer retention,136,Project,Stage - 2,2730.0027
735173481,8-ZVTA882,Phase - 6: Develop and use a customer database,115,Services,Stage - 0,1000
736119482,9-OODT923,Phase - 6: Reduce cost by a certain amount annually,119,Project,Stage - 4,1000
737119483,7-33MI868,Phase - 3: Reduce waste by a certain amount,105,Services,Stage - 2,1000
743169489,8-33MI821,Phase - 5: Invest in Total Quality Management,116,Project,Stage - 2,5000
74412490,8-33MI725,Phase - 2: Reduce error rates,124,Services,Stage - 5,5000
744125490,6-ZD5D832,Phase - 7: Improve and maintain workplace safety,123,Support,Stage - 2,5000
745122491,9-ZD5D680,Phase - 5: Reduce energy usage per unit of production,117,Labour,Stage - 2,5000
746165492,8-ZD5D803,Phase - 5: Capitalize on physical facilities,108,Project,Stage - 2,5000
747132493,5-PLTT581,Phase - 5: Streamline core business processes,135,Labour,Stage - 0,2500
748113494,9-PLTT585,Phase - 2: Increase reliability of operations,135,Project,Stage - 3,7500
748114494,6-PLTT973,Phase - 7: Ensure compliance,95,Services,Stage - 4,3500
748142494,6-SZDP826,Phase - 2: Increase recycling,115,Labour,Stage - 4,1365.0014
748149494,8-SZDP932,Phase - 1: Improve reporting and transparency,110,Project,Stage - 3,1365.0014
749168495,5-SAP3704,Phase - 7: Increase community outreach,128,Services,Stage - 0,1000
750111496,7-SAP3576,Phase - 6: Optimize control framework,117,Project,Stage - 5,500
75014496,6-KSUF631,Phase - 1: Improve technical and analytical skills,94,Services,Stage - 2,500
752142498,7-KSUF705,Phase - 5: Improve a certain skill,130,Support,Stage - 1,500
753144499,7-Q42Z967,Phase - 3: Create a performance-focused culture,140,Labour,Stage - 4,0
75512501,6-Q42Z549,Phase - 7: Improve productivity with cross-functional teams,94,Project,Stage - 5,1365.0014
757143503,7-OE5Z669,Phase - 6: Invest in tools to make staff more productive,129,Project,Stage - 0,1000
758119504,9-JVBP724,Phase - 4: Improve employee retention,134,Services,Stage - 1,1000
758124504,5-XLB5627,Phase - 3: Attract and retain the best people,105,Project,Stage - 1,1850
758135504,5-AF65580,Phase - 6: Build high-performing teams,118,Services,Stage - 3,136500.1365
75817504,6-AF65761,Phase - 2: Maintain alignment across the organization,123,Support,Stage - 5,68250.0683
75915505,7-Q6VA608,Phase - 1: Develop leadership abilities and potential of the team,106,Labour,Stage - 5,1365.0014
76116507,8-Q6VA738,Phase - 1: Grow shareholder value,136,Project,Stage - 2,2730.0027
762142508,9-NZQO743,Phase - 6: Grow earnings per share,108,Services,Stage - 3,5000
763112509,9-NOZY611,Phase - 1: Increase revenue,101,Support,Stage - 0,500
76314509,7-OQFZ872,Phase - 6: Manage cost,130,Labour,Stage - 1,6825.0068
764111510,5-V3HA957,Phase - 3: Maintain appropriate financial leverage,111,Project,Stage - 5,20475.0205
764165510,9-IEAY662,Phase - 1: Ensure favorable bond ratings,134,Services,Stage - 5,1000
766151512,8-YS5S595,Phase - 5: Balance the budget,136,Support,Stage - 0,5000
766179512,7-ERLK634,Phase - 7: Ensure financial sustainability,138,Labour,Stage - 0,682.5007
767116513,9-FQZP826,Phase - 1: Maintain profitability,135,Project,Stage - 5,10000
767146513,9-F2OX577,Phase - 4: Diversify and grow revenue streams,135,Labour,Stage - 2,1365.0014
768142514,7-NRS6679,Phase - 2: Best value for the cost,115,Project,Stage - 5,1000
768154514,6-OX4W660,Phase - 3: Broad product offering,136,Services,Stage - 5,2000
768176514,8-OX4W610,Phase - 2: Reliable products/services,99,Labour,Stage - 5,2500
769121515,6-OX4W982,Phase - 4: Cross-sell more products,109,Project,Stage - 0,5000
769149515,8-OX4W820,Phase - 3: Increase share of market,124,Services,Stage - 5,10000
769161515,6-GA5Z754,Phase - 5: Increase share of wallet,107,Project,Stage - 1,4000
770155516,8-GA5Z734,Phase - 3: Partner with customers to provide solutions,98,Services,Stage - 3,2000
770175516,8-IBCU738,Phase - 5: Best service,133,Support,Stage - 1,500
77111517,6-IBCU811,Phase - 2: Understands my needs,101,Labour,Stage - 4,500
772141518,7-IBCU600,Phase - 4: Most innovative products/services,107,Project,Stage - 0,500
772148518,8-DNB4613,Phase - 4: Differentiate the product,104,Project,Stage - 4,1365.0014
772155518,7-PH7J652,Phase - 3: Invest a certain amount in innovation,107,Services,Stage - 0,1365.0014
773119519,8-PERM834,Phase - 6: Grow percentage of sales from new products,107,Project,Stage - 0,500
77512521,7-WOML737,Phase - 4: Improve or focus research and development (R&D),129,Services,Stage - 5,7203
780157526,6-WOML648,Phase - 5: Acquire new customers from innovative offerings,120,Project,Stage - 4,206
780171526,5-WOML626,Phase - 6: Great customer service,108,Services,Stage - 5,9530
781138527,7-KLG3899,Phase - 3: Improve customer service,93,Project,Stage - 3,2000
781154527,5-GNHQ968,Phase - 2: Invest in customer management,136,Services,Stage - 2,1365.0014
781157527,9-3CKH938,Phase - 6: Partner with customers to design solutions,115,Services,Stage - 1,1365.0014
782157528,5-NJ5F953,Phase - 4: Improve customer satisfaction,136,Support,Stage - 0,1.365
